player1Height,player2Height,player1Hand,player2Hand,player1Backhand,player2Backhand,player1Continent,player2Continent,player1Age,player2Age,player1Rank,player2Rank,GameRound,tournament,ground,Sets,BestOf,days,Season,prize
185,185,Right,Right,Unknown,Unknown,South America,Oceania,21.0,23.0,242,123,Round of 32,Salzburg,Clay,3,3,6,Spring,75000
180,178,Right,Right,Unknown,Unknown,Europe,Asia,22.0,33.0,193,387,Round of 32,Salzburg,Clay,3,3,6,Spring,75000
188,180,Right,Right,Unknown,Unknown,Europe,South America,23.0,21.0,165,185,Semi-Finals,Salzburg,Clay,2,3,6,Spring,75000
188,193,Right,Right,Unknown,Unknown,Europe,Europe,23.0,22.0,165,180,Round of 32,Salzburg,Clay,3,3,6,Spring,75000
188,191,Right,Right,Unknown,Unknown,Europe,Europe,23.0,18.0,165,178,Quarter-Finals,Salzburg,Clay,2,3,6,Spring,75000
180,188,Right,Right,Unknown,Unknown,Europe,Europe,25.0,23.0,86,165,Finals,Salzburg,Clay,2,3,6,Spring,75000
180,183,Right,Right,Unknown,Unknown,Europe,Europe,25.0,23.0,86,125,Semi-Finals,Salzburg,Clay,3,3,6,Spring,75000
180,180,Right,Left,Unknown,Unknown,Europe,Europe,25.0,20.0,86,235,Round of 16,Salzburg,Clay,3,3,6,Spring,75000
180,170,Right,Right,Unknown,Unknown,Europe,South America,25.0,28.0,86,215,Quarter-Finals,Salzburg,Clay,2,3,6,Spring,75000
180,180,Right,Right,Unknown,Unknown,South America,South America,21.0,27.0,185,191,Round of 16,Salzburg,Clay,2,3,6,Spring,75000
175,185,Right,Right,Unknown,Unknown,Europe,Europe,25.0,23.0,166,171,Round of 32,Salzburg,Clay,2,3,6,Spring,75000
183,185,Right,Right,Unknown,Unknown,Europe,South America,23.0,21.0,125,242,Quarter-Finals,Salzburg,Clay,2,3,6,Spring,75000
183,180,Right,Right,Unknown,Unknown,Europe,Europe,23.0,22.0,125,193,Round of 16,Salzburg,Clay,2,3,6,Spring,75000
180,180,Left,Right,Unknown,Unknown,Europe,South America,20.0,21.0,235,319,Round of 32,Salzburg,Clay,3,3,6,Spring,75000
191,175,Right,Right,Unknown,Unknown,Europe,Europe,18.0,25.0,178,166,Round of 16,Salzburg,Clay,2,3,6,Spring,75000
191,193,Right,Right,Unknown,Unknown,Europe,Europe,18.0,24.0,178,262,Round of 32,Salzburg,Clay,3,3,6,Spring,75000
180,196,Right,Right,Unknown,Unknown,South America,Oceania,27.0,19.0,191,121,Round of 32,Salzburg,Clay,2,3,6,Spring,75000
170,178,Right,Left,Unknown,Unknown,South America,South America,28.0,26.0,215,182,Round of 16,Salzburg,Clay,3,3,6,Spring,75000
188,178,Right,Right,One,One,Europe,Europe,22.0,22.0,697,717,Round of 32,Austria F4,Clay,3,3,6,Summer,10000
193,188,Right,Right,Two,One,Europe,Europe,20.0,22.0,447,697,Round of 16,Austria F4,Clay,2,3,6,Summer,10000
183,180,Left,Right,Two,Two,Europe,Oceania,22.0,25.0,291,1032,Round of 32,Austria F4,Clay,2,3,6,Summer,10000
185,180,Right,Right,One,Two,Europe,Oceania,23.0,,690,337,Finals,Austria F4,Clay,2,3,6,Summer,10000
180,193,Right,Right,Two,Two,Oceania,Europe,,20.0,337,447,Semi-Finals,Austria F4,Clay,2,3,6,Summer,10000
180,183,Right,Right,Two,Two,Oceania,Europe,,27.0,337,849,Round of 32,Austria F4,Clay,2,3,6,Summer,10000
180,191,Right,Left,Two,Two,Oceania,Europe,,19.0,337,469,Quarter-Finals,Austria F4,Clay,2,3,6,Summer,10000
180,185,Left,Left,One,Unknown,South America,Europe,30.0,20.0,7,22,Finals,Kitzbuhel,Clay,3,3,0,Summer,100000
180,185,Left,Right,One,Unknown,South America,South America,30.0,27.0,7,41,Quarter-Finals,Kitzbuhel,Clay,2,3,0,Summer,100000
180,185,Left,Right,One,Unknown,South America,Europe,30.0,20.0,7,87,Semi-Finals,Kitzbuhel,Clay,2,3,0,Summer,100000
185,180,Left,Right,Unknown,Unknown,Europe,Europe,20.0,22.0,22,90,Round of 16,Kitzbuhel,Clay,2,3,0,Summer,100000
180,188,Right,Right,Unknown,Unknown,Europe,Europe,25.0,19.0,353,380,Round of 32,Portschach,Clay,2,3,6,Summer,25000
191,191,Right,Right,Unknown,Unknown,Europe,South America,22.0,24.0,360,267,Round of 16,Portschach,Clay,3,3,6,Summer,25000
185,175,Right,Right,Unknown,Unknown,Europe,Europe,23.0,28.0,213,204,Semi-Finals,Portschach,Clay,2,3,6,Summer,25000
185,191,Right,Right,Unknown,Unknown,Europe,Europe,23.0,,213,223,Finals,Portschach,Clay,2,3,6,Summer,25000
175,185,Right,Right,Unknown,Unknown,Europe,Europe,22.0,20.0,363,128,Round of 32,Portschach,Clay,3,3,6,Summer,25000
193,183,Right,Right,Unknown,Unknown,Europe,Oceania,20.0,19.0,409,277,Round of 32,Portschach,Clay,3,3,6,Summer,25000
175,191,Right,Right,Unknown,Unknown,Europe,Europe,28.0,22.0,204,360,Quarter-Finals,Portschach,Clay,2,3,6,Summer,25000
175,191,Right,Right,Unknown,Unknown,Europe,Europe,28.0,30.0,204,373,Round of 32,Portschach,Clay,2,3,6,Summer,25000
191,175,Right,Right,Unknown,Unknown,Europe,Europe,,22.0,223,363,Semi-Finals,Portschach,Clay,2,3,6,Summer,25000
191,183,Right,Right,Unknown,Unknown,Europe,Europe,,28.0,223,674,Quarter-Finals,Portschach,Clay,2,3,6,Summer,25000
193,180,Right,Right,Two,Two,Europe,Europe,19.0,21.0,1135,1427,Round of 16,Austria F6,Clay,2,3,6,Summer,15000
193,193,Right,Right,Two,One,Europe,Europe,19.0,27.0,1135,761,Quarter-Finals,Austria F6,Clay,3,3,6,Summer,15000
191,180,Right,Right,One,Two,Europe,Europe,22.0,20.0,588,940,Round of 32,Austria F6,Clay,2,3,6,Summer,15000
178,193,Right,Right,Two,Two,South America,Europe,24.0,18.0,385,662,Round of 16,Austria F6,Clay,3,3,6,Summer,15000
178,185,Right,Right,Two,Two,South America,South America,24.0,19.0,385,1117,Round of 32,Austria F6,Clay,2,3,6,Summer,15000
193,178,Right,Right,Two,Two,Europe,Europe,23.0,20.0,656,1632,Round of 16,Austria F6,Clay,2,3,6,Summer,15000
193,178,Right,Right,Two,Two,Europe,Europe,23.0,24.0,656,911,Round of 32,Austria F6,Clay,2,3,6,Summer,15000
180,196,Right,Right,Two,One,Europe,Europe,21.0,19.0,1427,884,Round of 32,Austria F6,Clay,2,3,6,Summer,15000
183,193,Right,Right,Two,Two,Europe,Europe,23.0,19.0,354,1135,Semi-Finals,Austria F6,Clay,2,3,6,Summer,15000
183,178,Right,Right,Two,Two,Europe,South America,23.0,24.0,354,385,Finals,Austria F6,Clay,2,3,6,Summer,15000
183,193,Right,Right,Two,Two,Europe,Europe,23.0,23.0,354,656,Quarter-Finals,Austria F6,Clay,2,3,6,Summer,15000
183,193,Right,Right,Two,Unknown,Europe,Europe,23.0,26.0,354,789,Round of 32,Austria F6,Clay,2,3,6,Summer,15000
183,188,Right,Right,Two,Two,Europe,Europe,23.0,24.0,354,1200,Round of 16,Austria F6,Clay,2,3,6,Summer,15000
185,191,Right,Right,Two,Two,Europe,Europe,23.0,20.0,1469,651,Round of 32,Austria F6,Clay,3,3,6,Summer,15000
175,191,Right,Right,Two,One,Europe,Europe,24.0,29.0,712,720,Round of 32,Austria F6,Clay,3,3,6,Summer,15000
193,191,Right,Right,One,One,Europe,Europe,27.0,22.0,761,588,Round of 16,Austria F6,Clay,2,3,6,Summer,15000
193,178,Right,Right,One,Two,Europe,South America,27.0,20.0,761,857,Round of 32,Austria F6,Clay,2,3,6,Summer,15000
185,185,Right,Right,Two,Two,Europe,Europe,20.0,23.0,513,881,Round of 16,M25 Telfs,Clay,2,3,6,Summer,25000
183,183,Right,Right,Two,Two,Europe,Europe,25.0,27.0,837,457,Round of 32,M25 Telfs,Clay,2,3,6,Summer,25000
183,183,Right,Right,Two,Two,Europe,Europe,25.0,,837,1162,Semi-Finals,M25 Telfs,Clay,3,3,6,Summer,25000
180,183,Right,Right,Two,Two,Europe,Europe,19.0,25.0,789,837,Finals,M25 Telfs,Clay,2,3,6,Summer,25000
180,188,Right,Left,Two,Two,Europe,Europe,19.0,30.0,789,1306,Quarter-Finals,M25 Telfs,Clay,2,3,6,Summer,25000
180,193,Right,Right,Two,One,Europe,Europe,19.0,23.0,789,720,Semi-Finals,M25 Telfs,Clay,2,3,6,Summer,25000
180,188,Right,Right,Two,One,Europe,Europe,19.0,24.0,789,647,Round of 32,M25 Telfs,Clay,3,3,6,Summer,25000
188,183,Left,Right,Two,Two,Europe,North America,30.0,20.0,1306,418,Round of 32,M25 Telfs,Clay,2,3,6,Summer,25000
180,185,Right,Right,Two,Two,South America,Europe,28.0,21.0,462,754,Round of 16,M25 Telfs,Clay,2,3,6,Summer,25000
193,185,Right,Right,One,Two,Europe,Europe,23.0,22.0,720,638,Quarter-Finals,M25 Telfs,Clay,2,3,6,Summer,25000
193,188,Right,Right,One,Two,Europe,Europe,23.0,27.0,720,528,Round of 32,M25 Telfs,Clay,2,3,6,Summer,25000
183,188,Right,Left,Two,Unknown,Europe,Europe,,23.0,1162,1743,Round of 16,M25 Telfs,Clay,2,3,6,Summer,25000
183,180,Right,Right,Two,Two,Europe,South America,,28.0,1162,462,Quarter-Finals,M25 Telfs,Clay,2,3,6,Summer,25000
183,178,Right,Right,Two,Unknown,Europe,Europe,,28.0,1162,527,Round of 32,M25 Telfs,Clay,3,3,6,Summer,25000
183,185,Left,Right,Two,Unknown,Europe,Europe,25.0,18.0,566,625,Round of 32,M25 Telfs,Clay,2,3,6,Summer,25000
196,180,Right,Right,Two,Two,Europe,Europe,22.0,23.0,51,91,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,2296490
183,193,Right,Left,Two,Two,Europe,South America,30.0,29.0,72,76,2nd Round Qualifying,Vienna,Hard,2,3,6,Autumn,2296490
183,183,Right,Right,Two,Two,Europe,Europe,30.0,34.0,72,50,Round of 16,Vienna,Hard,3,3,6,Autumn,2296490
183,183,Right,Left,Two,Two,Europe,South America,30.0,29.0,72,20,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
183,183,Right,Right,Two,Two,Europe,Europe,30.0,26.0,72,178,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,2296490
188,196,Right,Right,Two,Two,Europe,Europe,22.0,22.0,22,51,Round of 32,Vienna,Hard,3,3,6,Autumn,2296490
188,188,Right,Right,Two,Two,Europe,Asia,22.0,23.0,22,139,Round of 16,Vienna,Hard,2,3,6,Autumn,2296490
188,193,Left,Right,Two,Two,Oceania,Europe,24.0,21.0,58,542,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,2296490
175,196,Right,Right,Two,Two,Europe,Europe,27.0,22.0,92,51,2nd Round Qualifying,Vienna,Hard,3,3,6,Autumn,2296490
175,198,Right,Right,Two,Two,Europe,South America,27.0,24.0,92,77,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,2296490
170,193,Right,Right,Two,Two,South America,Europe,,33.0,15,14,Semi-Finals,Vienna,Hard,2,3,6,Autumn,2296490
170,198,Right,Right,Two,Two,South America,Europe,,23.0,15,9,Quarter-Finals,Vienna,Hard,2,3,6,Autumn,2296490
170,188,Right,Right,Two,Two,South America,Europe,,,15,66,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
170,198,Right,Right,Two,Two,South America,North America,,32.0,15,47,Round of 16,Vienna,Hard,3,3,6,Autumn,2296490
185,170,Right,Right,One,Two,Europe,South America,26.0,,5,15,Finals,Vienna,Hard,3,3,6,Autumn,2296490
185,188,Right,Left,One,Two,Europe,Europe,26.0,35.0,5,40,Round of 16,Vienna,Hard,3,3,6,Autumn,2296490
185,188,Right,Right,One,Two,Europe,Europe,26.0,,5,36,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
185,196,Right,Right,One,Two,Europe,Europe,26.0,23.0,5,11,Semi-Finals,Vienna,Hard,3,3,6,Autumn,2296490
193,193,Left,Right,Two,Two,South America,Europe,29.0,25.0,76,144,1st Round Qualifying,Vienna,Hard,3,3,6,Autumn,2296490
188,185,Left,Right,Two,Two,Europe,Europe,35.0,27.0,40,26,Round of 32,Vienna,Hard,3,3,6,Autumn,2296490
193,183,Right,Right,Two,Two,Europe,Europe,33.0,30.0,14,72,Quarter-Finals,Vienna,Hard,2,3,6,Autumn,2296490
193,183,Right,Right,Two,Two,Europe,Europe,33.0,26.0,14,124,Round of 32,Vienna,Hard,3,3,6,Autumn,2296490
193,188,Right,Right,Two,Two,Europe,Europe,33.0,18.0,14,101,Round of 16,Vienna,Hard,2,3,6,Autumn,2296490
183,188,Right,Left,Two,One,Europe,Europe,34.0,38.0,50,59,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
191,175,Right,Right,One,Two,Europe,Europe,28.0,27.0,29,92,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
188,196,Right,Right,Two,Two,Asia,North America,23.0,28.0,139,32,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
188,178,Right,Right,Two,One,Europe,Europe,18.0,36.0,101,79,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
198,196,Right,Right,Two,Two,Europe,Europe,23.0,22.0,9,35,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
188,196,Right,Right,Two,Two,Europe,Europe,27.0,26.0,67,104,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,2296490
188,191,Right,Right,Two,Two,Europe,Europe,27.0,24.0,67,56,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
188,185,Right,Right,Two,Two,Europe,Europe,27.0,27.0,67,83,2nd Round Qualifying,Vienna,Hard,3,3,6,Autumn,2296490
196,188,Right,Right,Two,Two,Europe,Europe,23.0,22.0,11,22,Quarter-Finals,Vienna,Hard,2,3,6,Autumn,2296490
196,191,Right,Right,Two,One,Europe,Europe,23.0,28.0,11,29,Round of 16,Vienna,Hard,2,3,6,Autumn,2296490
196,188,Right,Right,Two,Two,Europe,Europe,23.0,24.0,11,75,Round of 32,Vienna,Hard,3,3,6,Autumn,2296490
183,188,Right,Right,Two,Two,Europe,Europe,31.0,22.0,57,24,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
188,185,Right,Left,Two,One,Europe,North America,28.0,20.0,34,27,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
188,183,Right,Right,Two,Two,Europe,Europe,28.0,31.0,34,57,Round of 16,Vienna,Hard,3,3,6,Autumn,2296490
178,188,Right,Left,One,Two,Europe,Oceania,36.0,24.0,79,58,2nd Round Qualifying,Vienna,Hard,2,3,6,Autumn,2296490
178,191,Right,Right,One,Two,Europe,Europe,36.0,23.0,79,165,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,2296490
198,180,Right,Left,Two,Two,North America,Europe,32.0,31.0,47,44,Round of 32,Vienna,Hard,2,3,6,Autumn,2296490
185,183,Right,Right,Two,One,Europe,Europe,27.0,23.0,83,277,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,2296490
183,188,Right,Left,Two,Two,Europe,Europe,20.0,19.0,520,1111,Round of 32,Austria F9,Clay,2,3,6,Summer,10000
183,180,Right,Right,Two,Unknown,Europe,Europe,20.0,27.0,520,653,Quarter-Finals,Austria F9,Clay,3,3,6,Summer,10000
183,185,Right,Right,Two,One,Europe,Europe,20.0,20.0,520,594,Finals,Austria F9,Clay,2,3,6,Summer,10000
180,180,Right,Right,Two,One,Europe,Europe,20.0,20.0,371,1110,Round of 32,Austria F9,Clay,2,3,6,Summer,10000
185,180,Right,Right,One,Two,Europe,Europe,20.0,20.0,594,371,Semi-Finals,Austria F9,Clay,3,3,6,Summer,10000
188,185,Right,Right,Unknown,Unknown,Europe,Europe,22.0,26.0,199,91,Round of 32,Vienna,Carpet,3,3,6,Autumn,180000
188,180,Right,Right,Unknown,Unknown,Europe,Europe,22.0,22.0,16,172,Round of 16,Vienna,Carpet,2,3,6,Autumn,180000
188,180,Right,Right,Unknown,Unknown,Europe,North America,22.0,23.0,16,114,Quarter-Finals,Vienna,Carpet,3,3,6,Autumn,180000
180,183,Right,Right,Unknown,Two,Europe,Europe,22.0,,172,100,Round of 32,Vienna,Carpet,3,3,6,Autumn,180000
180,180,Right,Right,Unknown,Unknown,Europe,Europe,21.0,24.0,58,295,Round of 32,Vienna,Carpet,2,3,6,Autumn,180000
175,188,Right,Right,Unknown,Unknown,Europe,Europe,20.0,22.0,65,16,Semi-Finals,Vienna,Carpet,2,3,6,Autumn,180000
175,188,Right,Right,Unknown,Unknown,Europe,Europe,20.0,21.0,65,14,Quarter-Finals,Vienna,Carpet,2,3,6,Autumn,180000
175,185,Right,Right,Unknown,Unknown,Europe,Europe,20.0,26.0,65,61,Round of 16,Vienna,Carpet,3,3,6,Autumn,180000
175,180,Right,Left,Unknown,One,Europe,Europe,20.0,21.0,65,13,Finals,Vienna,Carpet,4,5,6,Autumn,180000
188,193,Right,Right,Unknown,Unknown,Europe,North America,21.0,24.0,14,67,Round of 32,Vienna,Carpet,2,3,6,Autumn,180000
185,198,Right,Right,Unknown,One,North America,Europe,30.0,29.0,18,38,Quarter-Finals,Vienna,Carpet,2,3,6,Autumn,180000
185,191,Right,Left,Unknown,One,North America,Europe,30.0,20.0,18,134,Round of 32,Vienna,Carpet,2,3,6,Autumn,180000
185,185,Right,Right,Unknown,Unknown,North America,North America,30.0,24.0,18,125,Round of 16,Vienna,Carpet,3,3,6,Autumn,180000
185,188,Right,Right,Unknown,Unknown,Europe,Europe,21.0,18.0,34,667,Round of 32,Vienna,Carpet,3,3,6,Autumn,180000
170,188,Right,Right,Unknown,Unknown,Europe,Africa,23.0,21.0,68,138,Round of 32,Vienna,Carpet,2,3,6,Autumn,180000
198,185,Right,Right,One,Unknown,Europe,Europe,29.0,23.0,38,122,Round of 16,Vienna,Carpet,2,3,6,Autumn,180000
185,178,Right,Right,Unknown,Unknown,Europe,Europe,23.0,20.0,122,96,Round of 32,Vienna,Carpet,2,3,6,Autumn,180000
180,191,Right,Right,Unknown,Unknown,North America,South America,23.0,23.0,114,129,Round of 32,Vienna,Carpet,2,3,6,Autumn,180000
180,185,Right,Right,Unknown,Unknown,North America,Europe,23.0,21.0,114,34,Round of 16,Vienna,Carpet,2,3,6,Autumn,180000
185,191,Right,Right,Unknown,Unknown,North America,Europe,24.0,22.0,125,350,Round of 32,Vienna,Carpet,2,3,6,Autumn,180000
180,188,Left,Right,One,Unknown,Europe,Europe,21.0,22.0,13,199,Round of 16,Vienna,Carpet,2,3,6,Autumn,180000
180,185,Left,Right,One,Unknown,Europe,North America,21.0,30.0,13,18,Semi-Finals,Vienna,Carpet,2,3,6,Autumn,180000
180,170,Left,Right,One,Unknown,Europe,Europe,21.0,23.0,13,68,Quarter-Finals,Vienna,Carpet,2,3,6,Autumn,180000
180,191,Left,Right,One,Unknown,Europe,North America,21.0,24.0,13,94,Round of 32,Vienna,Carpet,3,3,6,Autumn,180000
185,180,Right,Right,Two,Two,Europe,Europe,22.0,25.0,84,200,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,1884645
188,178,Left,Right,Two,Two,Europe,Europe,,29.0,26,49,Round of 32,Vienna,Hard,2,3,6,Autumn,1884645
188,183,Left,Left,Two,Two,Europe,Europe,,35.0,26,417,Round of 16,Vienna,Hard,3,3,6,Autumn,1884645
191,183,Right,Right,Two,Two,Europe,Europe,29.0,31.0,2,24,Round of 16,Vienna,Hard,3,3,6,Autumn,1884645
191,188,Right,Right,Two,Two,Europe,Europe,29.0,,2,15,Finals,Vienna,Hard,2,3,6,Autumn,1884645
191,208,Right,Right,Two,Two,Europe,North America,29.0,31.0,2,27,Quarter-Finals,Vienna,Hard,2,3,6,Autumn,1884645
191,191,Right,Left,Two,Two,Europe,Europe,29.0,27.0,2,35,Round of 32,Vienna,Hard,3,3,6,Autumn,1884645
178,193,Right,Right,Two,Two,Europe,Europe,35.0,31.0,113,104,1st Round Qualifying,Vienna,Hard,3,3,6,Autumn,1884645
175,185,Right,Right,Two,Two,Europe,Europe,24.0,22.0,92,84,2nd Round Qualifying,Vienna,Hard,3,3,6,Autumn,1884645
175,183,Right,Right,Two,One,Europe,Europe,24.0,31.0,92,43,Round of 32,Vienna,Hard,3,3,6,Autumn,1884645
175,188,Right,Right,Two,Two,Europe,Europe,24.0,27.0,92,199,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,1884645
185,188,Right,Left,One,Two,Europe,Europe,23.0,26.0,9,74,Round of 32,Vienna,Hard,2,3,6,Autumn,1884645
188,185,Left,Right,One,Two,Europe,Europe,35.0,22.0,30,17,Round of 32,Vienna,Hard,3,3,6,Autumn,1884645
183,185,Right,Right,Two,One,Europe,Europe,31.0,,24,76,Round of 32,Vienna,Hard,2,3,6,Autumn,1884645
211,175,Right,Right,One,Two,Europe,Europe,37.0,24.0,23,92,Round of 16,Vienna,Hard,3,3,6,Autumn,1884645
211,198,Right,Right,One,Two,Europe,Europe,37.0,20.0,23,63,Quarter-Finals,Vienna,Hard,3,3,6,Autumn,1884645
211,188,Right,Right,One,Two,Europe,North America,37.0,26.0,23,31,Round of 32,Vienna,Hard,2,3,6,Autumn,1884645
193,183,Right,Right,Two,Two,Europe,Europe,,23.0,93,246,1st Round Qualifying,Vienna,Hard,3,3,6,Autumn,1884645
193,191,Right,Right,Two,Two,Europe,Europe,,20.0,93,375,2nd Round Qualifying,Vienna,Hard,2,3,6,Autumn,1884645
188,188,Right,Left,Two,Two,Europe,Europe,,,15,26,Quarter-Finals,Vienna,Hard,2,3,6,Autumn,1884645
188,178,Right,Right,Two,Two,Europe,Europe,,35.0,15,113,Round of 32,Vienna,Hard,2,3,6,Autumn,1884645
188,211,Right,Right,Two,One,Europe,Europe,,37.0,15,23,Semi-Finals,Vienna,Hard,3,3,6,Autumn,1884645
188,178,Right,Right,Two,One,Europe,Europe,,33.0,15,33,Round of 16,Vienna,Hard,2,3,6,Autumn,1884645
208,188,Right,Left,Two,One,North America,Europe,31.0,35.0,27,30,Round of 16,Vienna,Hard,3,3,6,Autumn,1884645
208,193,Right,Right,Two,Two,North America,Europe,31.0,,27,93,Round of 32,Vienna,Hard,3,3,6,Autumn,1884645
183,183,Left,Right,Two,Two,Europe,Europe,35.0,28.0,417,14,Round of 32,Vienna,Hard,2,3,6,Autumn,1884645
198,191,Right,Right,Two,Two,Europe,Europe,20.0,32.0,63,87,Round of 32,Vienna,Hard,2,3,6,Autumn,1884645
198,185,Right,Right,Two,Two,Europe,Europe,20.0,24.0,63,107,Round of 16,Vienna,Hard,2,3,6,Autumn,1884645
185,175,Right,Right,Two,Two,Europe,Europe,24.0,26.0,107,101,2nd Round Qualifying,Vienna,Hard,3,3,6,Autumn,1884645
185,188,Right,Left,Two,Two,Europe,South America,24.0,28.0,107,58,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,1884645
178,185,Right,Right,One,Two,Europe,Europe,33.0,36.0,33,50,Round of 32,Vienna,Hard,3,3,6,Autumn,1884645
175,191,Right,Left,Two,Two,Europe,Europe,26.0,26.0,101,496,1st Round Qualifying,Vienna,Hard,3,3,6,Autumn,1884645
191,183,Right,Right,Two,Two,Europe,Europe,20.0,,375,81,1st Round Qualifying,Vienna,Hard,2,3,6,Autumn,1884645
193,185,Right,Right,Two,One,Europe,Europe,30.0,23.0,28,9,Round of 16,Vienna,Hard,2,3,6,Autumn,1884645
193,203,Right,Right,Two,Two,Europe,Africa,30.0,30.0,28,52,Round of 32,Vienna,Hard,3,3,6,Autumn,1884645
173,178,Right,Left,One,Unknown,Europe,Europe,19.0,22.0,130,212,Round of 32,Graz,Clay,2,3,6,Summer,100000
185,185,Right,Left,Unknown,Unknown,South America,South America,25.0,26.0,67,160,Round of 32,Graz,Clay,2,3,6,Summer,100000
183,185,Left,Right,Unknown,Unknown,South America,Europe,24.0,20.0,242,175,Round of 16,Graz,Clay,3,3,6,Summer,100000
183,191,Left,Left,Unknown,Unknown,South America,Europe,24.0,24.0,242,129,Round of 32,Graz,Clay,2,3,6,Summer,100000
185,178,Right,Left,Unknown,Unknown,Europe,South America,19.0,29.0,132,191,Round of 32,Graz,Clay,2,3,6,Summer,100000
178,183,Left,Right,Unknown,Unknown,Europe,Europe,21.0,,142,298,Round of 32,Graz,Clay,2,3,6,Summer,100000
185,175,Right,Right,Unknown,Unknown,Europe,Europe,20.0,23.0,175,73,Round of 32,Graz,Clay,2,3,6,Summer,100000
173,183,Left,Left,Unknown,Unknown,South America,South America,22.0,24.0,52,242,Quarter-Finals,Graz,Clay,2,3,6,Summer,100000
173,185,Left,Right,Unknown,Two,South America,Europe,22.0,18.0,52,232,Round of 32,Graz,Clay,2,3,6,Summer,100000
173,191,Left,Left,Unknown,Unknown,South America,South America,22.0,31.0,52,140,Round of 16,Graz,Clay,2,3,6,Summer,100000
178,173,Right,Right,Unknown,One,South America,Europe,,19.0,54,130,Round of 16,Graz,Clay,2,3,6,Summer,100000
178,191,Right,Right,Unknown,Unknown,South America,Europe,,27.0,54,22,Finals,Graz,Clay,3,3,6,Summer,100000
178,191,Right,Right,Unknown,Unknown,South America,Europe,,25.0,54,104,Quarter-Finals,Graz,Clay,3,3,6,Summer,100000
178,185,Right,Right,Unknown,Unknown,South America,Europe,,20.0,54,153,Semi-Finals,Graz,Clay,2,3,6,Summer,100000
178,183,Right,Right,Unknown,Unknown,South America,Europe,,23.0,54,839,Round of 32,Graz,Clay,2,3,6,Summer,100000
191,180,Right,Right,Unknown,Unknown,Europe,Europe,27.0,22.0,22,165,Round of 32,Graz,Clay,3,3,6,Summer,100000
191,173,Right,Left,Unknown,Unknown,Europe,South America,27.0,22.0,22,52,Semi-Finals,Graz,Clay,2,3,6,Summer,100000
185,185,Right,Right,Unknown,Unknown,Europe,Europe,20.0,19.0,153,132,Quarter-Finals,Graz,Clay,2,3,6,Summer,100000
185,170,Right,Right,Unknown,Unknown,Europe,Europe,20.0,27.0,153,184,Round of 32,Graz,Clay,2,3,6,Summer,100000
191,180,Left,Right,Unknown,Unknown,South America,Europe,31.0,23.0,140,119,Round of 32,Graz,Clay,2,3,6,Summer,100000
180,180,Right,Right,Unknown,One,Europe,Europe,25.0,18.0,391,111,Round of 32,Graz,Clay,3,3,6,Summer,100000
180,178,Right,Left,Unknown,Unknown,Europe,Europe,25.0,21.0,391,142,Round of 16,Graz,Clay,3,3,6,Summer,100000
185,185,Right,Left,One,Two,Europe,Europe,18.0,21.0,1477,465,Round of 32,Austria F3,Clay,3,3,6,Summer,10000
193,191,Right,Right,Two,Two,Europe,Europe,22.0,18.0,664,1327,Round of 32,Austria F3,Clay,2,3,6,Summer,10000
185,193,Left,Right,Two,Two,Europe,Europe,19.0,18.0,719,2119,Round of 32,Austria F3,Clay,2,3,6,Summer,10000
185,188,Left,Right,Two,Two,Europe,Europe,19.0,26.0,719,542,Quarter-Finals,Austria F3,Clay,3,3,6,Summer,10000
191,185,Right,Right,Two,One,Europe,Europe,24.0,18.0,914,1477,Round of 16,Austria F3,Clay,2,3,6,Summer,10000
170,183,Right,Right,Unknown,Two,Europe,South America,18.0,20.0,1392,573,Round of 16,Austria F3,Clay,2,3,6,Summer,10000
183,178,Right,Right,Two,Two,South America,Europe,20.0,20.0,573,714,Round of 32,Austria F3,Clay,2,3,6,Summer,10000
173,193,Left,Right,Two,Two,Europe,Europe,22.0,22.0,894,664,Round of 16,Austria F3,Clay,2,3,6,Summer,10000
173,191,Left,Right,Two,Two,Europe,Europe,22.0,24.0,894,914,Quarter-Finals,Austria F3,Clay,2,3,6,Summer,10000
191,185,Right,Left,Two,Two,Europe,Europe,20.0,19.0,543,719,Finals,Austria F3,Clay,3,3,6,Summer,10000
