name_first,name_last,hand,birthdate,country,gender
Sebastien,Leblanc,L,19731227.0,CAN,male
Marcelo,Saliola,L,19731231.0,BRA,male
Yasutomo,Nakase,U,19740101.0,JPN,male
Grant,Doyle,R,19740109.0,AUS,male
Enrique,Abaroa,R,19740110.0,MEX,male
Michael,Kohlmann,R,19740111.0,GER,male
Ling,Lu,R,19740118.0,CHN,male
Victor,Ivanchev,R,19740118.0,BUL,male
Chris,Mahony,R,19740120.0,AUS,male
Seung Bok,Baek,R,19740120.0,KOR,male
Vasudeva,Reddy,R,19740120.0,IND,male
Jairo,Velasco Jr,R,19740121.0,ESP,male
Marcelo,Manola,R,19740122.0,CRO,male
Rodrigo,Navarro,R,19740122.0,BOL,male
Vasco,Goncalves,R,19740122.0,POR,male
Jong Woong,Yoon,R,19740124.0,KOR,male
Alexei,Ageev,U,19740127.0,RUS,male
Andrei,Pavel,R,19740127.0,ROU,male
Benjamin,Budziak,R,19740127.0,POL,male
Lazaro,Navarro Batles,R,19740128.0,CUB,male
Lazaro,Navarro,R,19740128.0,CUB,male
Philippe,Pasquier,R,19740128.0,FRA,male
Regis,Lavergne,R,19740128.0,FRA,male
Bart,De Buyser,R,19740129.0,BEL,male
Jordi,Estera,R,19740129.0,ESP,male
Jose,Arnedo,R,19740129.0,ARG,male
Adam,Skrzypczak,R,19740130.0,POL,male
Guillaume,De Verbizier,R,19740130.0,FRA,male
Vaughan,Snyman,R,19740130.0,RSA,male
Simone,Sbardellati,R,19740202.0,ITA,male
Ilou,Lonfo,R,19740204.0,CIV,male
Adolf,Musil,R,19740210.0,CZE,male
Pavel,Kudrnac,R,19740211.0,CZE,male
Pablo,Cordova,R,19740214.0,ECU,male
Taso,Vasiliadis,R,19740216.0,GRE,male
Kotaro,Miyachi,R,19740218.0,JPN,male
Leigh,Holland,R,19740218.0,AUS,male
Yevgeny,Kafelnikov,R,19740218.0,RUS,male
Kris,Goossens,R,19740220.0,BEL,male
Matthias,Muller,R,19740221.0,GER,male
Massimo,Bianchi,R,19740223.0,ITA,male
Patricio,Donati,R,19740227.0,ARG,male
Andre,Mota,R,19740304.0,POR,male
Karol,Kucera,R,19740304.0,SVK,male
Nitten,Kirrtane,R,19740304.0,IND,male
Sebastien,Deshays,R,19740304.0,FRA,male
Dmitri,Tomashevich,R,19740306.0,UZB,male
Hideki,Kaneko,R,19740306.0,JPN,male
Javier,Gutierrez,R,19740306.0,MEX,male
Jan,Gruninger,R,19740307.0,GER,male
Oscar,Martinez,R,19740309.0,ESP,male
Steve,Deakin,R,19740309.0,CAN,male
Gianluca,Gatto,R,19740311.0,ITA,male
Jerome,Hanquez,R,19740311.0,FRA,male
Marcos,Roy,R,19740311.0,ESP,male
Olivier,Tauma,R,19740312.0,FRA,male
Robert,Orlik,R,19740313.0,GER,male
Thomas,Enqvist,R,19740313.0,SWE,male
Andrew,Richardson,L,19740314.0,GBR,male
Daniel,Merkert,R,19740315.0,GER,male
Adriano,Ferreira,R,19740316.0,BRA,male
Amro,Ghoneim,R,19740318.0,EGY,male
Filippo,Veglio,R,19740321.0,SUI,male
Hiram,Silfa,R,19740322.0,DOM,male
Donny,Susetyo,R,19740328.0,INA,male
Mark,Schofield,R,19740331.0,GBR,male
Nicolas,Kischkewitz,R,19740404.0,FRA,male
Brian,Dunn,R,19740405.0,USA,male
Julien,Boutter,R,19740405.0,FRA,male
Tae Beom,Shin,R,19740405.0,KOR,male
Marius,Gagonea,R,19740406.0,ROU,male
Sule,Ladipo,R,19740409.0,NGR,male
Toshiaki,Sakai,L,19740409.0,JPN,male
Alex,Corretja,R,19740411.0,ESP,male
Dinu,Pescariu,R,19740412.0,ROU,male
Radovan,Svetlik,R,19740412.0,CZE,male
Reza,Nakhai,R,19740412.0,IRI,male
Juan,Gisbert Jr,R,19740413.0,ESP,male
Brian,Stanton,R,19740415.0,USA,male
Jon,Goldfarb,R,19740426.0,USA,male
Werner,Eschauer,R,19740426.0,AUT,male
Julian,Knowle,L,19740429.0,AUT,male
Andrea,Monti,R,19740430.0,ITA,male
Sid Ali,Akili,U,19740502.0,ALG,male
Stephane,Woit,R,19740506.0,BEL,male
Todd,Meringoff,R,19740507.0,USA,male
Boris,Bosnjakovic,R,19740510.0,YUG,male
Simon,Aspelin,R,19740511.0,SWE,male
Alexander,Krell,R,19740515.0,AUT,male
Vincent,Allegre,R,19740517.0,FRA,male
Charles Edouard,Maria,R,19740518.0,FRA,male
Paulo,Escalona,R,19740521.0,CHI,male
John,Lamendola,R,19740522.0,USA,male
Johan,Van Herck,R,19740524.0,BEL,male
Ville,Liukko,R,19740524.0,FIN,male
Thiemo,Maier,R,19740527.0,AUT,male
Jose Imaz,Ruiz,R,19740530.0,ESP,male
Massimo,Bertolini,R,19740530.0,ITA,male
Xxxxxxx,Imaz Ruiz,R,19740530.0,ESP,male
Elia,Grossi,R,19740603.0,ITA,male
Scott,Draper,L,19740605.0,AUS,male
Alberto,Banus Sado,R,19740606.0,ESP,male
Bojan,Vujic,R,19740606.0,BIH,male
Bojan,Vusic,R,19740606.0,YUG,male
Mahesh,Bhupathi,R,19740607.0,IND,male
Thomas,Dupre,R,19740609.0,FRA,male
Rainer,Gunther,R,19740610.0,GER,male
Eduardo,Gordilho,R,19740612.0,BRA,male
Naoki,Arimoto,R,19740612.0,JPN,male
David,Caldwell,R,19740613.0,USA,male
Myles,Wakefield,R,19740613.0,RSA,male
Rob,Chess,R,19740615.0,USA,male
Andy,Zingman,R,19740616.0,ARG,male
Jerome,Loustalot,R,19740617.0,FRA,male
John,Baldas,R,19740618.0,AUS,male
Reed,Cordish,L,19740618.0,USA,male
Steven,Baldas,R,19740618.0,AUS,male
Carlo,Santoro,R,19740621.0,ITA,male
Christophe,Van Garsse,R,19740621.0,BEL,male
Cesar,Reano,R,19740622.0,PER,male
Alessandro,Guevara,R,19740629.0,BRA,male
Michael,Hill,R,19740630.0,AUS,male
Christian,Wall,R,19740701.0,GBR,male
Masahide,Sakamoto,R,19740702.0,JPN,male
Niko,Karagiannis,R,19740707.0,GRE,male
Juan Ignacio,Carrasco,L,19740709.0,ESP,male
Eddy,Bank,R,19740710.0,NED,male
Johan,Hede,R,19740710.0,SWE,male
Mitty,Arnold,R,19740715.0,USA,male
Adam,Peterson,R,19740716.0,USA,male
Erik,Casas,R,19740716.0,MEX,male
Georg,Blumauer,R,19740716.0,AUT,male
Mose,Navarra,L,19740718.0,ITA,male
Vincent,Spadea,R,19740719.0,USA,male
Juan Carlos,Arredondo,U,19740721.0,MEX,male
Borut,Urh,R,19740728.0,SLO,male
Adrian,Voinea,R,19740806.0,ROU,male
Gerald,Fauser,R,19740813.0,GER,male
Jeff,Loehr,R,19740815.0,USA,male
Tad,Berkowitz,R,19740816.0,USA,male
Gabriel,Terraneo,R,19740821.0,ITA,male
Matt,Pledger,R,19740821.0,USA,male
Barry,Cowan,L,19740825.0,GBR,male
Scott,Barron,R,19740827.0,IRL,male
Juan Sebastian,Martinez Nunez,R,19740829.0,ESP,male
Andrei,Medvedev,R,19740831.0,UKR,male
Jean Francois,Berard,R,19740904.0,CAN,male
Ali,Hamadeh,R,19740905.0,LIB,male
Carlos Martinez,Comet,R,19740905.0,ESP,male
Tim,Henman,R,19740906.0,GBR,male
Chris,Groer,R,19740910.0,USA,male
Nicolas,Guillaume,R,19740913.0,FRA,male
Vaclav,Duda,R,19740913.0,CZE,male
Hyeong Keun,Song,R,19740916.0,KOR,male
Lorenzo,Manta,R,19740916.0,SUI,male
Felix,Mantilla,R,19740923.0,ESP,male
Miles,Maclagan,R,19740923.0,GBR,male
Jim,Thomas,R,19740924.0,USA,male
Ronan,Barbier,R,19740924.0,FRA,male
Eduardo,Morones,R,19740925.0,MEX,male
Kentaro,Matsukawa,R,19740926.0,JPN,male
Bryan,Juinio,R,19741010.0,USA,male
Lucas Arnold,Ker,R,19741012.0,ARG,male
Todd,Larkham,R,19741013.0,AUS,male
Gabriel,Silberstein,R,19741017.0,CHI,male
Jan,Kroslak,R,19741017.0,SVK,male
Fazaluddin,Syed,R,19741018.0,IND,male
Jurgen,Wagner,R,19741018.0,GER,male
Solon,Peppas,R,19741025.0,GRE,male
Guido,Monaco,R,19741026.0,ITA,male
Sergio,Elias,U,19741026.0,CHI,male
Marcello,Craca,R,19741027.0,GER,male
Thomas,Schiessling,R,19741101.0,AUT,male
Eduardo,Martinez,R,19741102.0,MEX,male
Johannes,Unterberger,R,19741103.0,AUT,male
Mattias,Pennonen,R,19741103.0,SWE,male
Gaston,Etlis,R,19741104.0,ARG,male
Jorg,Schors,R,19741105.0,GER,male
Paolo,Cannova,R,19741105.0,ITA,male
Won Cheol,Park,R,19741109.0,KOR,male
Daryl,Wyatt,R,19741112.0,USA,male
Stephane,Manai,R,19741113.0,SUI,male
David,Caballero,R,19741114.0,ESP,male
Massimo,Calvelli,R,19741116.0,ITA,male
Bobby,Hrdina,R,19741121.0,USA,male
Mark,Sibilla,R,19741123.0,FRA,male
Nick,Baglin,R,19741123.0,GBR,male
Brivael,Maillet,R,19741127.0,FRA,male
Bjorn,Jacob,R,19741203.0,GER,male
Pantelis,Moschoutis,R,19741206.0,GRE,male
Alex,Radulescu,R,19741207.0,GER,male
Gerhard,Fahlke,L,19741210.0,GER,male
Josip,Dumanic,R,19741212.0,CRO,male
Tomas,Behrend,R,19741212.0,GER,male
Manuel,Ramirez,R,19741214.0,MEX,male
Scott,Willinsky,R,19741217.0,JAM,male
Mashiska,Washington,R,19741219.0,USA,male
Giovanni,Bianchi,R,19741222.0,ITA,male
Gianluca,Bolognino,U,19741224.0,ITA,male
Ryan,Ideta,R,19741227.0,USA,male
Johan,Landsberg,R,19741230.0,SWE,male
Paul,Harsanyi,U,19741230.0,USA,male
Israel,Frias,R,19741231.0,ESP,male
Vitali,Chvets,U,19750101.0,BLR,male
Ernane,Melo,R,19750104.0,BRA,male
Quino,Munoz,R,19750104.0,ESP,male
Filip,Kascak,R,19750107.0,SVK,male
Mitch,Sprengelmeyer,L,19750109.0,USA,male
Roberto,Bracone,R,19750115.0,ARG,male
Pavel,Motylewski,R,19750116.0,POL,male
Sven,Koehler,R,19750116.0,HKG,male
Joseph,Sirianni,R,19750117.0,AUS,male
Mihail,Kanev,R,19750117.0,BUL,male
Petr,Dezort,R,19750117.0,CZE,male
Jorge,Campos,R,19750118.0,MEX,male
Christian,Tambue,R,19750119.0,GER,male
Francesco,Zugarelli,R,19750119.0,ITA,male
Zsolt,Fule,R,19750120.0,HUN,male
Marcio,Carlsson,R,19750124.0,BRA,male
Olivier,Malcor,R,19750128.0,FRA,male
Hendrik,Dreekmann,R,19750129.0,GER,male
Fabio,Maggi,R,19750130.0,ITA,male
Mike,Mather,R,19750130.0,USA,male
Neville,Godwin,R,19750131.0,RSA,male
James,Baily,R,19750201.0,GBR,male
Fabricio,Tazza,R,19750205.0,BRA,male
Oliver,Mayo,R,19750207.0,AUS,male
Carlos,Drada,L,19750209.0,COL,male
Thomas,Shimada,R,19750210.0,JPN,male
Pieter,Calitz,R,19750212.0,RSA,male
Dave,Abelson,L,19750213.0,CAN,male
Gabriel,Ledru,U,19750214.0,FRA,male
Jens,Knippschild,R,19750215.0,GER,male
Louis,Van Huyssteen,R,19750216.0,RSA,male
Harold,Jans,R,19750219.0,NED,male
James,Greenhalgh,R,19750219.0,NZL,male
Melvin,Tong,R,19750219.0,HKG,male
Tuomas,Ketola,R,19750221.0,FIN,male
Bohdan,Ulihrach,R,19750223.0,CZE,male
Peter,Hajek,R,19750223.0,GER,male
Yusmawan,Fahmi,R,19750223.0,INA,male
Marek,Linhart,R,19750224.0,CZE,male
Chia Yen,Tsai,R,19750227.0,TPE,male
Pablo,Bianchi,R,19750227.0,URU,male
Pedro,Braga,R,19750227.0,BRA,male
Patric,Jansson,R,19750301.0,FIN,male
Raffael,Chajdas,R,19750301.0,GER,male
Juan Antonio,Marin,R,19750302.0,CRC,male
Rolandas,Murashka,R,19750302.0,LTU,male
James,Fox,R,19750305.0,GBR,male
Franck,Osvald,U,19750306.0,FRA,male
Baris,Ergun,R,19750311.0,TUR,male
Juan Carlos,Silva,R,19750313.0,VEN,male
Diego,Moyano,R,19750314.0,ARG,male
Bernd,Wober,R,19750317.0,AUT,male
Claude,Ngoran,L,19750318.0,CIV,male
Daniel,Willman,U,19750318.0,NZL,male
Eric,Taino,L,19750318.0,PHI,male
Bernd,Christandl,R,19750321.0,AUT,male
Bing,Mao,R,19750321.0,CHN,male
Gustavo,Diaz,R,19750322.0,ARG,male
Jiri,Novak,R,19750322.0,CZE,male
Thomas,Johansson,R,19750324.0,SWE,male
Filip,Roj,R,19750327.0,GER,male
Alexander,Waske,R,19750331.0,GER,male
Marian,Leysek,R,19750331.0,SVK,male
George,Bastl,R,19750401.0,SUI,male
Stephane,Martinez,R,19750402.0,FRA,male
Ronald,Dueller,R,19750403.0,AUT,male
Mark,Gienke,R,19750407.0,GER,male
Gregory,Carraz,R,19750409.0,FRA,male
Igor,Gaudi,R,19750410.0,ITA,male
Robert,Samuelsson,R,19750410.0,SWE,male
Gabriel,Trifu,R,19750414.0,ROU,male
Julien,Chauvin,R,19750417.0,FRA,male
Simon,Blanc,R,19750419.0,FRA,male
Steven,Randjelovic,R,19750421.0,AUS,male
Fredrik,Bergh,R,19750422.0,SWE,male
Xavier,Audouy,U,19750425.0,FRA,male
Gonzalo,Corrales,R,19750426.0,ESP,male
Goran,Oresic,R,19750428.0,CRO,male
Jimmy,Jackson,R,19750510.0,USA,male
Marco,Monnecchi,R,19750510.0,ITA,male
Alexandre,Strambini,R,19750516.0,SUI,male
Sebastian,Prieto,R,19750519.0,ARG,male
Clinton,Snell,R,19750521.0,AUS,male
Grant,Silcock,R,19750521.0,AUS,male
Lars,Rehmann,R,19750521.0,GER,male
Tom,Hand,R,19750525.0,GBR,male
Riccardo,Ciruolo,R,19750527.0,ITA,male
Zoltan,Nagy,R,19750528.0,HUN,male
Robinson,Gamonal,R,19750529.0,CHI,male
Alberto,Albertini,R,19750530.0,ITA,male
Seung Ri,Sohn,R,19750530.0,KOR,male
Helge,Koll,R,19750531.0,NOR,male
Christian,Hill,R,19750601.0,USA,male
Stefan,Leiner,R,19750602.0,AUT,male
Nouhoun,Sangare,R,19750603.0,CIV,male
Sunu,Thomas,R,19750603.0,USA,male
David,Miketa,R,19750604.0,CZE,male
Dyllan,Fitzgerald,R,19750611.0,RSA,male
Federico,Lusin,R,19750611.0,ARG,male
Melvyn,Op Der Heijde,R,19750611.0,NED,male
Fabio,Massetta,R,19750617.0,SUI,male
Jaka,Bozic,R,19750618.0,SLO,male
Bobby,Mahal,R,19750619.0,CAN,male
Juan,Balcells,R,19750620.0,ESP,male
Piotr,Zurawiecki,R,19750621.0,POL,male
Pedro,Escudero,R,19750624.0,ESP,male
Albert,Costa,R,19750625.0,ESP,male
Rafael,Serpa Guinazu,R,19750627.0,ARG,male
Timur,Khankodjaev,R,19750629.0,UZB,male
Francesco,Cina,R,19750630.0,ITA,male
Victor,Sendin,R,19750701.0,ESP,male
Dennis,Van Scheppingen,R,19750705.0,NED,male
Stefan,Wirtz,R,19750705.0,GER,male
Kim,Tiilikainen,R,19750708.0,FIN,male
Peter,Petrovsky,R,19750709.0,AUS,male
Eddie,Jacques,R,19750712.0,USA,male
Frederic,Petitjean,R,19750713.0,FRA,male
Georgi,Arabov,R,19750713.0,BUL,male
Robert,Krause,U,19750714.0,RSA,male
Thomas,Larsen,R,19750715.0,DEN,male
Andrew,Painter,R,19750718.0,AUS,male
David,Dalgaard,R,19750718.0,DEN,male
Gerardo,Morales,R,19750718.0,ESP,male
Sylvain,Charrier,U,19750718.0,FRA,male
Mauro,Barman,R,19750720.0,ARG,male
Oscar,Burrieza,R,19750722.0,ESP,male
Slimane,Saoudi,L,19750723.0,ALG,male
Alexey,Gavrilov,R,19750726.0,RUS,male
Michal,Gawlowski,R,19750728.0,POL,male
Damien,Vera,R,19750729.0,FRA,male
Bernt,Grubbe,R,19750731.0,NOR,male
Gregory,Keymolen,R,19750804.0,BEL,male
Jason,Weir Smith,L,19750808.0,RSA,male
Julien,Couly,R,19750808.0,FRA,male
Christian,Persico,R,19750809.0,ITA,male
Marc,Mas,R,19750811.0,ESP,male
Nicholas,Chisholm,R,19750812.0,RSA,male
Jay,Salter,R,19750814.0,AUS,male
Cyril,Saulnier,R,19750816.0,FRA,male
Tsolak,Gevorkian,R,19750818.0,ARM,male
Franco,Squillari,L,19750822.0,ARG,male
Pier,Squillari,R,19750822.0,ARG,male
Dimitri,Lorin,R,19750824.0,FRA,male
Alberto,Brause,R,19750825.0,URU,male
Gareth,Williams,R,19750827.0,RSA,male
Marcin,Rozpedski,R,19750830.0,POL,male
Roberto,Carretero,R,19750830.0,ESP,male
David,Basile,R,19750831.0,BEL,male
Christian,Vinck,L,19750903.0,GER,male
Sasha,Rampazzo,R,19750907.0,ITA,male
Steven,Downs,R,19750908.0,NZL,male
Jimy,Szymanski,R,19750915.0,VEN,male
Tommi,Lenho,R,19750917.0,FIN,male
Yue Wei,Wang,R,19750919.0,CHN,male
Marc,Bauer,R,19750923.0,FRA,male
Ashley,Fisher,R,19750925.0,AUS,male
Vikram,Venkataraghavan,R,19750925.0,IND,male
Tom,Van Beek,R,19750927.0,BEL,male
Michal,Piekos,R,19750928.0,POL,male
Wolfgang,Winkler,R,19750929.0,GER,male
Petr,Pala,R,19751002.0,CZE,male
Damian,Furmanski,R,19751005.0,ARG,male
Thomas,Strengberger S597,R,19751005.0,AUT,male
Satoshi,Iwabuchi,L,19751007.0,JPN,male
Tapio,Nurminen,R,19751012.0,FIN,male
Noam,Behr,L,19751013.0,ISR,male
Lior,Dahan,R,19751014.0,ISR,male
Masaki,Komura,R,19751018.0,JPN,male
Blake,Brinklow,R,19751020.0,AUS,male
Tobias,Hildebrand,R,19751020.0,SWE,male
Lars,Kirschner,R,19751023.0,GER,male
Timur,Ganiev,R,19751024.0,UZB,male
Matthieu,Amgwerd,R,19751027.0,SUI,male
Kiantki,Thomas,R,19751028.0,USA,male
Jonathan,Garcia Leo,U,19751101.0,ESP,male
Gianluca,Bazzica,R,19751102.0,ITA,male
Petr,Krten,R,19751106.0,CZE,male
Sebastien,Corbelli,R,19751107.0,FRA,male
Jonathan,Beardsley,R,19751108.0,USA,male
Matt,Guyaux,U,19751109.0,USA,male
Marc,Merry,R,19751111.0,NED,male
Sebastien,Graeff,R,19751115.0,MON,male
Tomas,Penicka,R,19751120.0,CZE,male
Herbert,Wiltschnig,R,19751121.0,AUT,male
Jason,Smith,R,19751122.0,AUS,male
Martin,Spottl,R,19751123.0,AUT,male
Matteo,Colla,R,19751123.0,ITA,male
Vince,Mellino,R,19751125.0,AUS,male
Manuel,Sala,R,19751130.0,ESP,male
Leonardo,Olguin,R,19751201.0,ARG,male
Lars,Burgsmuller,R,19751206.0,GER,male
Aleksander,Mierzwinski,R,19751207.0,POL,male
Guillaume,Couillard,R,19751210.0,MON,male
Stephen,Huss,R,19751210.0,AUS,male
Jesco,Renner,R,19751212.0,GER,male
Jovan,Savic,R,19751215.0,YUG,male
Ladislav,Borbely,R,19751221.0,SVK,male
Marcelo,Rios,L,19751226.0,CHI,male
Relja,Fiser Dulic,R,19751231.0,SRB,male
Hyung Taik,Lee,R,19760103.0,KOR,male
Markus,Tanner,R,19760105.0,SUI,male
Severin,Luthi,R,19760105.0,SUI,male
Wei Yu,Su,R,19760105.0,TPE,male
Markus,Wislsperger,R,19760106.0,GER,male
Luis,Uribe,R,19760107.0,MEX,male
Martin,Hromec,R,19760109.0,SVK,male
Andreas,Strauchmann,R,19760110.0,GER,male
Andreas,Rechberger,R,19760115.0,AUT,male
Joshua,Hausman,R,19760116.0,USA,male
Jing Zhu,Yang,R,19760119.0,CHN,male
Ekkarin,Pisuth Arnonth,R,19760123.0,THA,male
Ignacio,Hirigoyen,R,19760123.0,ARG,male
Maxime,Huard,R,19760125.0,FRA,male
Kyle,Spencer,R,19760126.0,GBR,male
Enzo,Artoni,R,19760127.0,ITA,male
Jesse,Walter,U,19760130.0,USA,male
Tomas,Zib,R,19760131.0,CZE,male
Alessandro,Tombolini,R,19760203.0,ITA,male
Attila,Savolt,R,19760205.0,HUN,male
Eduardo,Medica,R,19760210.0,ARG,male
Jose Antonio,Garcia,R,19760215.0,MEX,male
Kasper,Warming,R,19760215.0,DEN,male
Ricardo,Diniz,R,19760215.0,BRA,male
Xxxxxxx,Garcia Mex,R,19760215.0,MEX,male
Kruno,Zrinski,R,19760217.0,CRO,male
Vladimir,Platenik,R,19760218.0,SVK,male
Ivo,Heuberger,R,19760219.0,SUI,male
Seong Yoon,Chung,R,19760220.0,KOR,male
David,Morente,R,19760222.0,ESP,male
Colin,Bennett,R,19760227.0,GBR,male
Lior,Mor,R,19760229.0,ISR,male
Cedric,Kauffmann,R,19760301.0,FRA,male
Maxime,Boye,R,19760306.0,FRA,male
Gergely,Kisgyorgy,R,19760308.0,HUN,male
Stefano,Tarallo,R,19760308.0,ITA,male
Wim,Neefs,R,19760308.0,BEL,male
Francisco,Rodriguez,R,19760309.0,PAR,male
Victor,Sancha,R,19760311.0,ESP,male
Armand,Strombach,R,19760312.0,LAT,male
Ben,Ellwood,R,19760312.0,AUS,male
Constantin,Obretin,R,19760313.0,ROU,male
Daniele,Ceraudo,R,19760313.0,ITA,male
Razvan,Iliescu,R,19760313.0,ROU,male
Chris,Magyary,U,19760314.0,USA,male
Michael,Jessup,L,19760314.0,USA,male
Hai Bo,Deng,R,19760317.0,CHN,male
Jon,Hedman,R,19760317.0,SWE,male
Todd,Perry,R,19760317.0,AUS,male
Pablo,Saffie,R,19760318.0,CHI,male
Wolfgang,Schranz,R,19760319.0,AUT,male
Paulo,Wildmann,R,19760320.0,BRA,male
Alex,Witt,R,19760321.0,USA,male
Eduardo,Rincon,R,19760322.0,COL,male
Nunzio,Di Pietro,R,19760325.0,ITA,male
Simon,Schwarzkopf,R,19760330.0,GER,male
Nathaniel,Jackmon,R,19760331.0,USA,male
Rene,Nicklisch,R,19760331.0,GER,male
Rene,Niklisch,R,19760331.0,GER,male
Marius,Calugaru,R,19760401.0,ROU,male
Benjamin,Cassaigne,L,19760402.0,FRA,male
Cosmin,Reti,R,19760402.0,ROU,male
Nicolas,Escude,R,19760403.0,FRA,male
Marcus,Fluitt,R,19760405.0,USA,male
Pavel,Gajdzik,R,19760405.0,POL,male
Federico,Browne,R,19760407.0,ARG,male
Andres,Schneiter,R,19760408.0,ARG,male
John,Van Lottum,R,19760410.0,NED,male
Leslie,Demiliani,R,19760412.0,FRA,male
Yu,Zhang,R,19760412.0,CHN,male
Kacper,Cecek,R,19760414.0,GER,male
Katsushi,Fukuda,R,19760414.0,JPN,male
Tim,Crichton,R,19760415.0,AUS,male
Andrew,Ilie,R,19760418.0,AUS,male
Larbi,Rharnit,R,19760418.0,MAR,male
Abdul Hamid,Makhkamov,R,19760419.0,UZB,male
Jean Noel,Grinda,R,19760420.0,FRA,male
Frederic,Niemeyer,R,19760424.0,CAN,male
Christian,Dillschneider,R,19760425.0,SUI,male
Ilian,Jankov,R,19760425.0,BUL,male
Rainer,Schuettler,R,19760425.0,GER,male
Andreas,Weber,R,19760426.0,GER,male
Glenn,Weiner,R,19760427.0,USA,male
Ladislav,Simon,R,19760428.0,SVK,male
Si Bruce,Li,R,19760429.0,CHN,male
Jan,Vacek,R,19760510.0,CZE,male
Jay,Gooding,R,19760513.0,AUS,male
Yu,Zheng,R,19760515.0,CHN,male
Bobby,Kokavec,R,19760517.0,CAN,male
Carlos,Castellanos,R,19760518.0,ESP,male
Fredrik,Loven,R,19760525.0,SWE,male
Mikael,Maatta,R,19760526.0,SWE,male
Scott,Humphries,R,19760526.0,USA,male
Magnus,Norman,R,19760530.0,SWE,male
Cyril,Francois,R,19760601.0,FRA,male
Riki,Ishigami,R,19760601.0,JPN,male
Tobias,Huning,R,19760603.0,GER,male
Nenad,Zimonjic,R,19760604.0,SRB,male
Paul Patrick,Brabant,R,19760605.0,BEL,male
Gunther,Darkey,R,19760608.0,GHA,male
Robert,Witz,R,19760609.0,AUT,male
Patrick,Erhardt,R,19760610.0,GER,male
Matthew,Breen,R,19760612.0,AUS,male
Alex,Bose,L,19760613.0,USA,male
Rodrigo,Monte,R,19760614.0,BRA,male
Kalle,Flygt,R,19760615.0,SWE,male
Axel,Pretzsch,R,19760616.0,GER,male
Matteo,Cornali,R,19760616.0,ITA,male
Dusan,Vemic,R,19760617.0,SRB,male
Jicham,Zaatini,R,19760617.0,LIB,male
Andrea,Grasselli,R,19760621.0,ITA,male
Iurie,Gorban,R,19760621.0,MDA,male
Anders,Stenman,R,19760622.0,SWE,male
Patrick,Gottesleben,R,19760622.0,GER,male
Edwin,Kempes,R,19760623.0,NED,male
Sergi,Duran,R,19760623.0,ESP,male
Ricardo,Omana,R,19760625.0,VEN,male
David,Mcnamara,R,19760626.0,AUS,male
Cecil,Mamiit,R,19760627.0,PHI,male
Carlos,Oliveira,R,19760630.0,BRA,male
Agustin,Banos,R,19760704.0,ESP,male
John,Roddick,R,19760704.0,USA,male
Mohammed,Khaliq,R,19760704.0,PAK,male
Muhammad,Khaliq Siddiq,U,19760704.0,KUW,male
Bobbie,Altelaar,R,19760707.0,NED,male
Roberto,Menendez,R,19760709.0,ESP,male
Alberto,Lopez Nunez,U,19760710.0,ESP,male
Paulo,Carvallo,R,19760710.0,PAR,male
Jacobo,Diaz,R,19760711.0,ESP,male
Andrian,Raturandang,R,19760729.0,INA,male
Almos,Toth,R,19760731.0,HUN,male
Paul,Goldstein,R,19760804.0,USA,male
Luke,Milligan,R,19760806.0,GBR,male
Rogier,Wassen,R,19760809.0,NED,male
Brian,Patterson,R,19760810.0,USA,male
Ricardo,Rosas,R,19760810.0,MEX,male
Nicolas,Lapentti,R,19760813.0,ECU,male
Jonathan,Pastel,R,19760815.0,USA,male
Juan,Morgenstern,R,19760820.0,ARG,male
Toby,Mitchell,R,19760820.0,AUS,male
Suwandi,Suwandi,R,19760821.0,INA,male
Alexander,Gietl,R,19760822.0,GER,male
Carlos,Moya,R,19760827.0,ESP,male
Raul,Valdes,R,19760829.0,CHI,male
Anders,Pahlsson,R,19760830.0,SWE,male
Javier,Perez Vazquez,R,19760830.0,ESP,male
Marc,Silva,R,19760830.0,USA,male
Sam,Schroerlucke,R,19760903.0,USA,male
Giorgio,Galimberti,R,19760905.0,ITA,male
Lee,Pearson,R,19760906.0,AUS,male
Pablo,Montana,R,19760907.0,USA,male
Sjeng,Schalken,R,19760908.0,NED,male
Jack,Brasington,R,19760909.0,USA,male
Gustavo,Kuerten,R,19760910.0,BRA,male
Patrick,Sommer,R,19760910.0,GER,male
Valentino,Pest,R,19760912.0,GER,male
Luis Maria,Zapata,U,19760913.0,ESP,male
Agustin,Calleri,R,19760914.0,ARG,male
Timothy,Aerts,R,19760914.0,BEL,male
Allen,Belobrajdic,R,19760918.0,AUS,male
Takao,Suzuki,R,19760920.0,JPN,male
Frank,Moser,R,19760923.0,GER,male
Doug,Bohaboy,R,19760925.0,USA,male
Taryn,Burgk,R,19760925.0,USA,male
Rodolphe,Mouveau,R,19761004.0,FRA,male
Jonathan,Printzlau,R,19761007.0,DEN,male
Galo,Blanco,R,19761008.0,ESP,male
Giuseppe,Montenet,R,19761009.0,ITA,male
Marko,Budic,R,19761012.0,SUI,male
James,Sekulov,R,19761013.0,AUS,male
Rob,Cheyne,R,19761020.0,NZL,male
Ivan,Lukacs,R,19761022.0,HUN,male
Luke,Smith,R,19761025.0,AUS,male
Gwenael,Gueit,R,19761029.0,FRA,male
Henrik,Kula,R,19761101.0,SVK,male
Minh,Le,R,19761102.0,USA,male
Jaime,Fillol,R,19761103.0,CHI,male
