name_first,name_last,hand,birthdate,country,gender
Koji,Yamashita,U,19740617.0,JPN,male
Kazuhito,Oshima,U,19730115.0,JPN,male
Uesug,Keiji,U,19681123.0,JPN,male
Bojan,Jelovac,R,19850410.0,GBR,male
William,Parra,U,19730928.0,COL,male
Felipe,Acosta,U,19841216.0,COL,male
Ivan Feliipe,Martinez,R,19851211.0,COL,male
Rasim,Sinanovic,U,19810823.0,BIH,male
Halil,Bruncevic,R,19790908.0,SCG,male
Dino,Dauldzi,U,19851030.0,BIH,male
Mladen,Dodig,U,19871108.0,BIH,male
Diego,Maranon Sotres,R,19810312.0,MEX,male
Oscar,Marquez,U,19630708.0,MEX,male
Tim,Huynh,U,19870225.0,AUS,male
Myles,Emery,U,19870505.0,AUS,male
Sean,Roberts,U,19831016.0,AUS,male
Simon,Punch,U,19831122.0,AUS,male
Daniel,Osborne,U,19850611.0,AUS,male
Yoshiaki,Fujimoto,U,19771216.0,JPN,male
Bong Keun,Jin,U,19850422.0,KOR,male
Nicolas,Rivadeneira,U,19860808.0,ECU,male
Javier,Castro,U,19880516.0,ECU,male
Juan Felipe,Ortiz Rosas,R,19840808.0,MEX,male
Ernesto,Zarate Diaz,U,19870115.0,MEX,male
Javier,Ramirez Del Valle,U,19870320.0,MEX,male
Abraham,Vazquez,U,19710629.0,MEX,male
Fernando,Corona Zavaleta,U,19841129.0,MEX,male
Carlos,Canudas Fernandez,U,19850607.0,ESP,male
Emmanuel,Olivier,U,19851227.0,MEX,male
Hector,Cervantes,U,19880327.0,MEX,male
Massimo,De Sanctis,U,19790405.0,ITA,male
Simone,Quaresima,U,19760528.0,ITA,male
Simone,Valentini,U,19770523.0,ITA,male
Remy,Gourre,U,19860630.0,FRA,male
Robin,Racassa,U,19870411.0,FRA,male
Luka,Tolic,U,19870818.0,CRO,male
Ivan,Mandic,U,19851109.0,CRO,male
Marco,Giuggia,U,19860507.0,ITA,male
Martin,Farbaki,U,19880318.0,SVK,male
Tomas,Vyrostko,R,19870515.0,SVK,male
Frantisek,Stejskal,U,19790714.0,CZE,male
Jaroslav,Trojan,U,19840921.0,CZE,male
Vittorio,Vecchiarelli,U,19780415.0,ITA,male
Giovanni,Bianco,U,19860905.0,ITA,male
Angelo,Libero,U,19840316.0,ITA,male
Corrado,Bertucci,U,19860327.0,ITA,male
Jakub,Svandera,U,19880109.0,CZE,male
Tomas,Josefus,U,19870817.0,CZE,male
Adam,Korycanek,R,19860228.0,CZE,male
Andrea,Ferrara,U,19850609.0,ITA,male
Matteo,Bregoli,U,19850709.0,ITA,male
Jeffrey,Groslimond,U,19830204.0,USA,male
Christopher,Brunner,U,19861031.0,GER,male
Markus,Landgraf,U,19880119.0,GER,male
William,Goodman,U,19571231.0,USA,male
Ian,Gonzalez,U,19870228.0,AND,male
Giovanni,Valentini,U,19860418.0,ITA,male
Enrico,Iori,U,19870124.0,ITA,male
Alexander,Lomeland,R,19870303.0,NOR,male
Miguel,Cardador Lopez,U,19620414.0,ESP,male
Chris,Hooshyar,U,19870929.0,GBR,male
Thimo,Van Der Lecq,U,19850718.0,NED,male
Peter,Joos,U,19840105.0,HUN,male
Gabor,Radai,U,19820628.0,HUN,male
Philip,Seidl,U,19840705.0,GER,male
Jeremy,Binois,U,,FRA,male
Jonathan,Abadie,U,,ARG,male
Marin,Micetic,U,19860915.0,CRO,male
Andre,Rizzoli,R,19890101.0,ITA,male
Guillermo,Herrero,U,19831010.0,ARG,male
Paolo,Costanzelli,U,19880824.0,ITA,male
Massimo,Mascetti,U,19690118.0,ITA,male
Nicola,Vitiello,U,19871206.0,ITA,male
Marco,Milani,U,19690101.0,ITA,male
Ville,Kilpia,U,19761124.0,FIN,male
Tuomas,Huotari,U,19810401.0,FIN,male
Ville,Kauppila,U,19861111.0,FIN,male
Jussi,Niutanen,U,19801030.0,FIN,male
Petri,Tiilikainen,R,19850723.0,FIN,male
Davy,Arcangeli,U,19760125.0,ITA,male
Pierpaolo,Cenci,U,19730629.0,ITA,male
Shi Hao,Yip,U,19830314.0,MAS,male
Miguel,De La Cruz Marciel,U,19881023.0,ESP,male
Pablo,Garcia Gordillo,U,19830921.0,ESP,male
Tom,Atkinson,L,19860331.0,GBR,male
Moises,Parrilla Ramos,U,19840808.0,ESP,male
Ruben,De La Rosa Lopez,U,19891010.0,ESP,male
Javier,Hernando Celada,U,19850929.0,ESP,male
Adrian,Revilla Perez,U,19880317.0,ESP,male
Fernando,Vicario Callizo,U,19701019.0,ESP,male
Marcelo,Lebrao,U,19861208.0,BRA,male
Gustavo,Cruz Silva,U,19810830.0,BRA,male
William,Biddle,U,19830811.0,GBR,male
David,Lebel Bouchard,U,19860914.0,CAN,male
Louis Xavier,Lavallee,U,19860901.0,CAN,male
Adam,Bono,R,19810409.0,CAN,male
Marcos,Caceres Casas,U,19840707.0,ESP,male
Vicente,Munoz,U,19840709.0,ECU,male
Xavier,Landazuri,U,19870328.0,ECU,male
Juan Andres,Saa,U,19870729.0,ECU,male
Daniel,Bermeo,U,19830830.0,ECU,male
Vladimir,Arapovic,U,19830403.0,BIH,male
Vittorio,Belletini,U,19870520.0,ECU,male
Guillermo,Lasso,R,19850331.0,ECU,male
Carlos,Velez,U,19740224.0,ECU,male
Miguel,Camino,U,19840703.0,ECU,male
Renato,Melo,U,19871223.0,BRA,male
Guilherme,Teixeira,R,19870312.0,BRA,male
Nelson,Ventura,U,19861130.0,BRA,male
William,Capdeville,R,19800111.0,CHI,male
Antonio,Crudele,U,19801012.0,ITA,male
Stanislav,Chirkov,U,19870630.0,RUS,male
Dmitry,Ivanchenko,R,19880801.0,RUS,male
Andrei,Volodine,U,19840510.0,RUS,male
Karol,Urbanski,U,19870515.0,POL,male
Jan,Brzoska,U,19870122.0,GER,male
Marco,Dal Mas,U,19880220.0,ITA,male
Umberto,Zani,U,19870518.0,ITA,male
Ruslan,Mamadaliev,U,19831101.0,UZB,male
Nodir,Vakhadjanov,U,19860707.0,UZB,male
Vadim,Ivchenko,U,19850618.0,KAZ,male
Hushnud,Mirzaev,U,19850802.0,UZB,male
Daniel,Daudt Filho,U,19880209.0,BRA,male
Arthur,Menegotto,U,19890406.0,BRA,male
Fernando,Belardinelli,U,19890520.0,BRA,male
Ada,Herrada,U,19830622.0,USA,male
Angelo,Novkovic,U,19900105.0,SLO,male
Rainer,Schalk,U,19840624.0,AUT,male
Thomas,Kickenweiz,U,19860418.0,AUT,male
Harald,Gumhold,U,19850210.0,AUT,male
Jurgen,Voetsch,U,19760826.0,AUT,male
Philipp,Angerer,U,19800714.0,AUT,male
Nicolas,Flores,U,19780104.0,CHI,male
Romain,Duong,U,19800730.0,SUI,male
Jordan,Magarik,U,19840926.0,USA,male
Shaun,James,U,19650903.0,USA,male
Kyoung Sik,Lim,U,19850213.0,KOR,male
Soon Sung,Park,U,19881218.0,KOR,male
Sergiy,Chorny,U,19860802.0,UKR,male
Aleksiy,Ostapets,U,19880623.0,UKR,male
Dmitry,Gordienko,U,19850312.0,UKR,male
Aleksandr,Vasiliev,U,19810311.0,UKR,male
Aleksander,Kozma,U,19820322.0,UKR,male
Vitali,Bubka,R,19850709.0,UKR,male
Sven,Voigt,U,19720806.0,GER,male
Mick,Deussen,U,19840225.0,GER,male
Andrew,Brasseaux,R,19880103.0,USA,male
Marc,Castellana,R,19800103.0,FRA,male
Victor,Urzica,U,19591115.0,ROU,male
Matteo,Garre,U,,ITA,male
Alberto,Morino,U,,ITA,male
Marco,Bernardi,U,19840428.0,ITA,male
Andrea,Maffei,U,19690505.0,ITA,male
Afshin,Bayati,U,19870727.0,IRI,male
Tomohiro,Anazawa,R,19740729.0,JPN,male
Seyedreza,Mahbub,U,19770612.0,IRI,male
Shahab,Rateghe,U,19780922.0,IRI,male
Amir Ali,Derakhshan,U,19811208.0,IRI,male
Pedjman,Hamie,U,19790101.0,GER,male
Istvan,Bebto,U,19851111.0,HUN,male
Goran,Devrnja,U,19860516.0,CRO,male
Peter,Hatala,U,19750214.0,HUN,male
Akos,Torok,R,19880709.0,HUN,male
Attila,Balogh,U,19860517.0,HUN,male
Levente,Bozsa,U,19850324.0,HUN,male
Dawid,Zamojzin,U,19870102.0,POL,male
Ivo,Druzijanic,U,19860103.0,CRO,male
Aleksandar,Antonijevic,U,19810325.0,BIH,male
Ahmad,Ashrafi,R,19880110.0,ECU,male
Marco Alexander,Marino,U,,COL,male
Stjepan,Mandusic,U,19861130.0,CRO,male
Diego,Mattar,R,19850330.0,CHI,male
Brandon,Silvester,U,19830602.0,USA,male
Chase,Holiday,U,19830327.0,USA,male
Bruno,Argudo Toro,U,19860528.0,ESP,male
Marc,Sabas Montoro,U,19871009.0,ESP,male
Angel,Espanol Espada,U,19890317.0,ESP,male
Alexander,Gordon,U,19820623.0,GBR,male
Alexander,Rosinski,U,19880610.0,USA,male
Jarron,Kretschmann,U,19840223.0,AUS,male
Steven,Braun,U,19860116.0,AUS,male
Kyle,Collins,U,19870208.0,GBR,male
Damien,Weber,U,19831206.0,AUS,male
Ben,Fromm,U,19800323.0,GER,male
Andy,Mack,U,19841207.0,USA,male
Matt,Lockin,U,19821008.0,USA,male
Manuel,Achurra,U,19720607.0,CHI,male
Billy,Mulligan,U,19861001.0,USA,male
Julio Arana,Rivero,R,19851201.0,BOL,male
Carlos,Cordova,U,19871114.0,BOL,male
Flavio,Marreti,U,19770323.0,BRA,male
Jukka,Immeli,U,19740820.0,FIN,male
Torsti,Inberg,U,19610614.0,FIN,male
Timo,Kulmala,U,19830707.0,FIN,male
Timo,Varjus,U,19841021.0,FIN,male
Thomasz,Zarzeczny,U,19790308.0,POL,male
Felipe,Abal Moreno,R,19860317.0,ARG,male
Javad,Tammadon Nejad,U,19830818.0,IRI,male
Juan Pablo,Ospina,U,19791103.0,COL,male
Juan Pablo,Melo,U,19870129.0,COL,male
Henry,Castro,U,19900203.0,COL,male
Andres,Rodriguez,U,,COL,male
Esteban,Mesa,U,19880831.0,COL,male
Santiago,Melo,U,19880502.0,COL,male
Richard,Munoz,R,19840609.0,FRA,male
Andres,Franco,U,19851115.0,COL,male
Nicolas,Ramirez,U,19850914.0,COL,male
Satoshi,Suzuki,R,19850809.0,JPN,male
Juan Carlos,Eden Wynter,U,19880202.0,MEX,male
Philipp,Born,U,19850304.0,GER,male
Juan Pablo,Lopez,U,19880901.0,ECU,male
Pablo,Ramos,U,19840715.0,MEX,male
Cedric,Dupuy,U,19821227.0,FRA,male
Gerald,Montaut,U,,FRA,male
Alexandre,Daruty,U,19871229.0,MRI,male
Simon,Koenig,U,19880319.0,MRI,male
Mathieu,Vallet,U,19881016.0,MRI,male
Kenny,Wong,U,19831106.0,MRI,male
Abdullah,Toorawa,U,19880417.0,MRI,male
Arno,Van Der Wijk,U,19830222.0,NED,male
Gabriel,Santana,U,19880609.0,BRA,male
Glaubster,Melo,U,19770331.0,BRA,male
Marcio,Santos,R,19861127.0,BRA,male
Joao Paulo,Freitas,U,19880713.0,BRA,male
Ranieri,Denadai,U,19870311.0,BRA,male
David,Villareal,U,19861127.0,MEX,male
Jorge,Heyser,U,19750607.0,MEX,male
Gerardo,Balderrama,U,19870114.0,MEX,male
Jonathan,Richerand,U,,MEX,male
Lionel,Trilles,U,19761008.0,FRA,male
Bruno,Giacomitti,U,19890211.0,BRA,male
Rodrigo,Campos,U,19810504.0,CHI,male
Oscar,Miranda,R,19880321.0,CHI,male
Kazuhito,Shirao,U,19791009.0,JPN,male
Wolf,Von Lindenau,U,19710821.0,USA,male
Lars,Melskens,U,19840409.0,DEN,male
Joseph,Ready,U,19660715.0,USA,male
Eddie,Sengendo,U,19820128.0,USA,male
David,Breyel,U,19860612.0,GER,male
Rook,Schellenberg,U,19871009.0,USA,male
Tj,Tisdale,U,19690515.0,USA,male
Lars,Sommer,U,19680116.0,GER,male
Krisztian,Kaplan,U,19820304.0,HUN,male
Peter,Leary,U,19820326.0,AUS,male
Filip,Zivkovic,U,19860715.0,SCG,male
Robert,Jammer Luhr,U,19831125.0,GER,male
Masakatsu,Noguchi,U,19890729.0,JPN,male
Syogo,Yamaguchi,U,19840518.0,JPN,male
Luis Fernando,Gomez,U,19870123.0,ECU,male
Jose Miguel,Alcivar,U,19880602.0,ECU,male
Oscar,Machuca,U,19870823.0,ECU,male
Ricardo,Echanique,U,19880404.0,ECU,male
Diego,Machuca,R,19880828.0,ECU,male
Frederick,Petrilli,U,19880420.0,ECU,male
Adnar,Hadzialic,U,19781018.0,BIH,male
Eldar,Smajlovic,U,,BIH,male
Jean Philippe,Lecuyer,U,19840707.0,FRA,male
Domenico,Zingrillo,U,19830503.0,ITA,male
Nick,Meros,U,19861221.0,USA,male
Andrew,Bailey,U,19870222.0,USA,male
Tom,Paino,U,19810406.0,AUS,male
Andy,Bray,U,19760717.0,BER,male
Felipe,Villegas,U,19840312.0,COL,male
Hernan Camilo,Eusse,U,19881110.0,COL,male
Juan Pablo,Lucio,U,19840415.0,COL,male
Marco,Castrillon,R,19780528.0,COL,male
Felipe,Bejarano,U,19881205.0,COL,male
Felipe,Diaz Nunez,U,19851010.0,ESP,male
Juan Pablo,Arango Espinosa,U,19860103.0,COL,male
Jairo,Ternera,U,19760903.0,COL,male
Oscar,Pantoja,U,19880725.0,COL,male
James,Drummond,U,19790117.0,GBR,male
Nick,Mcgowan,U,19870527.0,GBR,male
William,Rollo,U,19870919.0,GBR,male
Maxim,Rakovsiy,U,19881216.0,UZB,male
Loris,Lauro,U,19860208.0,ITA,male
Fabio,Pulega,U,19851126.0,ITA,male
Amos,Longhena,U,19830210.0,ITA,male
Omar,Fayache,R,19850314.0,TUN,male
Alessandro,Poli,U,19900322.0,ITA,male
Martin,Berka,U,19861111.0,CZE,male
Kevin,Lampert,U,19870829.0,GER,male
Matthias,Merkel,U,19840928.0,GER,male
Mark,Tanz,U,19870703.0,GER,male
Christoph,Madea,U,19820727.0,GER,male
Ben,Godlove,U,,USA,male
Arthur,Velnik,U,19830626.0,USA,male
Evalds,Jurans,U,19801024.0,LAT,male
Vedran,Gorupec,U,19861125.0,CRO,male
Luka,Rister,U,19821008.0,CRO,male
Frane,Letica,U,19820209.0,CRO,male
Ivan,Zalar,U,19840115.0,CRO,male
Marko,Filkovic,R,19790123.0,CRO,male
Hyung Joon,Lim,U,19860620.0,KOR,male
Sung Kwon,Baek,U,19850515.0,KOR,male
Sun Jong,Kim,U,19820125.0,KOR,male
Ivo,Lampic,U,19840910.0,SLO,male
Mitja,Ogrizek,U,19870717.0,SLO,male
Andraz,Kranjc,R,19870708.0,SLO,male
Giorgio,Colelli,U,19860401.0,ITA,male
Gianluca,Angilella,U,19781121.0,ITA,male
Marco,Guerreiro,U,19710323.0,ITA,male
David,Grund,U,19880228.0,CZE,male
Paul,Gibson,U,19821216.0,AUS,male
Brendon,Gaentner,U,19771128.0,USA,male
Patric,Gunther,U,19851205.0,GER,male
Slizad,Toth,U,,HUN,male
Luca,Bondi,U,,ITA,male
Francesco,Vettori,U,19880525.0,ITA,male
Kevin,Pascal,U,19870314.0,PAN,male
Alvaro,Bello Rodo,U,19840209.0,SUI,male
Henning,Runz,U,19870613.0,GER,male
Maros,Demko,R,19880919.0,SVK,male
Roman,Cepel,U,19890602.0,SVK,male
Juraj,Hrabko,U,19780815.0,SVK,male
Ruben,Paliz,U,19831201.0,ECU,male
Sebastian,Velez,U,19870610.0,ECU,male
Andrew,Udis,U,19581017.0,USA,male
Fermin,Gomez Pareja,U,19880215.0,ESP,male
Sabin,Tigu,U,19840106.0,NED,male
Niels,Van Hal,R,19840330.0,NED,male
Stanislav,Arsonov,R,19860128.0,UKR,male
Stefan,Raschke,U,19861103.0,GER,male
Radovan,Sabata,U,19810320.0,SVK,male
Ludovic,Gehant,R,19841020.0,USA,male
Kevin,Kaiser,U,19880201.0,USA,male
Timour,Dick,U,19800218.0,GER,male
Robert,Gallman,R,19850314.0,USA,male
Conrad,Betton,U,19860519.0,GBR,male
Joseph,Wood,R,19880904.0,GBR,male
Stanley,Sarapanich,U,19850822.0,USA,male
Josef,Novotny,U,,CZE,male
Guilherme,Parra,U,19891028.0,BRA,male
Leonardo,Souza,U,19860827.0,BRA,male
Andrew,Gillett,U,19770608.0,GBR,male
Jonathan,Tassell,R,19850814.0,GBR,male
Joseph,Dewhurst,R,19840824.0,GBR,male
Keziel,Juneau,U,19880611.0,CAN,male
Alexandre,Lord Andrade,L,19870827.0,CAN,male
Cary,Rubin,U,19830209.0,USA,male
Kimmo,Kurko,U,19830814.0,FIN,male
Kirill,Kolomyts,U,19881023.0,RUS,male
Hernando,Ortiz,U,19880324.0,COL,male
Andres,Sanchez,R,19901205.0,COL,male
Juan,Lovado,U,19900206.0,COL,male
Michael,Garcia,U,19870707.0,COL,male
Oscar Luis,Pachon,R,19900917.0,COL,male
Andres,Santamaria,U,19870213.0,COL,male
Juan Pablo,Manrique,U,19891219.0,COL,male
Carlos,Linares,U,19770418.0,COL,male
Felipe,Angel,U,19890912.0,COL,male
Alejandro,Espitia,R,19900331.0,COL,male
Luis Alberto,Quintero,U,19900920.0,COL,male
Zubair,Ghouse,U,19841120.0,IND,male
Dustin,Taylor,R,19811220.0,USA,male
Ryan,Cassidy,R,19850826.0,USA,male
Roman,Cherednichenko,U,19870528.0,UKR,male
Michele,Carletti,U,19830521.0,ITA,male
Brad,De Vet,R,19850517.0,AUS,male
Alberto,Martinez Hervas,U,19810514.0,ESP,male
Billy,Kingsborough,U,19880614.0,USA,male
Rodrigo,Menezes Amaral,U,19890312.0,BRA,male
Paulo,Camargo,R,19720717.0,BRA,male
Aleksander,Allecou,U,19881216.0,POL,male
Szymon,Judek,U,19870130.0,POL,male
Maciej,Ochocinski,U,19870526.0,POL,male
Mikolaj,Kwiatkiewicz,U,19850107.0,POL,male
Calin Ioan,Milos,U,19800723.0,ROU,male
Calin,Petcana,U,19721230.0,ROU,male
Calin,Constanceanu,U,19800112.0,ROU,male
Marlon,Sornoza,U,,ECU,male
Jonathan,Susmozas De Miguel,R,19870310.0,ESP,male
Inaki,Eiras,U,,ESP,male
Renato,Spalluci,U,19881020.0,ITA,male
Georgii,Kotliarevskii,U,19840524.0,KGZ,male
Thomas,Andrae,U,19890625.0,AUT,male
Peter,Kazianschuetz,U,19880111.0,AUT,male
Lukas,Holzknecht,U,19900216.0,AUT,male
Anton,Mautner,U,19840425.0,AUT,male
Roman,Hofbauer,U,19870117.0,AUT,male
Benedikt,Peischler,R,19880518.0,AUT,male
Victor,Kim,U,19890106.0,UZB,male
Feruz,Nurov,U,19880101.0,UZB,male
Mirkhusein,Yakhyaev,U,19870123.0,TJK,male
Sergey,Dulin,U,19890620.0,UZB,male
Dmitiry,Pavlovoskiy,R,19891002.0,UZB,male
Fernando,Lista,U,19870425.0,ARG,male
Daniele,Noce,R,19850406.0,ITA,male
Samo,Bradaskja,U,19850816.0,SLO,male
Marcel,Altmann,U,19880403.0,AUT,male
Gianluca,Bonardi,R,19880529.0,ITA,male
Niccolo,Adami,U,19870228.0,ITA,male
Luca,Pavanelli,R,19870713.0,ITA,male
Henning,Hipp,U,19870422.0,GER,male
Marco,Salone,R,19870215.0,SUI,male
David,Lemiere,U,19760422.0,FRA,male
Andrei,Jourovski,U,19880417.0,RUS,male
Christian,Rojmar,L,19860621.0,SWE,male
Adrian,Prpic,R,19840222.0,SWE,male
Teddy,Diblasi,U,19850114.0,USA,male
Dmytro,Fedorchuk,U,19851008.0,UKR,male
Alexandr,Reypolskiy,L,19880606.0,UKR,male
Igor,Chorny,U,19860802.0,UKR,male
Nikolay,Emelyanov,U,19860318.0,UKR,male
Maxime,Chedorge,U,19881017.0,FRA,male
Filippo,Ravagni,U,19800121.0,ITA,male
Alberto,Carbonaro,U,19800715.0,ITA,male
Mario,Mossa,U,19880229.0,ITA,male
Jose Ignacio,Herrero Calvo,U,19880122.0,ESP,male
Daniel,Sanchez Montiel,U,19900210.0,ESP,male
Andy,Minguet,U,19790330.0,BEL,male
Thibaut,Duchene,U,19820604.0,BEL,male
Olof,Sjolund,U,19820713.0,SWE,male
Adam,Roberts,U,19870118.0,AUS,male
Robert,Bartlett,R,19880511.0,AUS,male
Marko,Ziha,U,19850522.0,GER,male
Kelvin,Kim,U,19880326.0,USA,male
Eduardo,Contreras,R,19851107.0,CHI,male
Andres,Nunez,U,19881119.0,CHI,male
Marcelo,Franca,U,19870921.0,BRA,male
Gonzalo,Francois,U,19880206.0,URU,male
Sascha,May,U,19840609.0,GER,male
Nikolas,Cromydas,U,19860722.0,USA,male
Nathan,Sachs,U,19860829.0,USA,male
Markus,Hamann,U,19860514.0,GER,male
Juan Pablo,Gutierrez,U,19900216.0,ECU,male
Leandro,Burmeister,U,19860415.0,BRA,male
Lucas,Nunes,U,19881202.0,BRA,male
Fabiano,Cruz,U,19840430.0,BRA,male
Sergey,Zabavnikov,U,19821110.0,UKR,male
David,Berka,U,19861111.0,CZE,male
Marek,Cermak,U,19890525.0,CZE,male
Radovan,Moravec,U,19890601.0,CZE,male
Maxim,Clement,U,19880317.0,LUX,male
Marc,Biever,R,19871006.0,LUX,male
Tom,Maquel,U,19781124.0,LUX,male
Jacques,Jauzelon,U,19890703.0,FRA,male
Philippe,Braun,U,19670301.0,FRA,male
Laurent,Rubio,U,19750209.0,FRA,male
Romain,Payet,U,19900109.0,FRA,male
Kuet Leong,Ng,U,19720405.0,FRA,male
Felix,Macherez,U,,FRA,male
Nicolas,Chevy,U,19781020.0,FRA,male
Yann,Mennager,U,19750818.0,FRA,male
William,Gueniot,U,,FRA,male
Hiroshi,Nishiyama,U,19770829.0,JPN,male
Max,Gattiker,U,19870819.0,ARG,male
Arthur,Tafalla,U,19890907.0,PHI,male
Matthias,Krug,U,19840421.0,GER,male
Benjamin,Robert,U,19880319.0,FRA,male
Jeremie,Castela,U,19900716.0,FRA,male
Philibert,Dussine,U,,FRA,male
Christopher,Pereira,U,,FRA,male
Tony,Morgan,R,19660219.0,NZL,male
Roberto,Cabrini,U,19880809.0,BRA,male
Atsushi,Takemura,U,19850310.0,JPN,male
Cristobal,Rabba,U,19911220.0,CHI,male
Stefan,Stein,U,19890717.0,CHI,male
Brant,Benun,U,19620621.0,USA,male
Aaron,Di Leon,U,19781114.0,USA,male
Patrick,Punzalan,R,19840828.0,PHI,male
Marcus,Dornauf,U,19890102.0,AUS,male
Glenn,Jackson,U,19840605.0,AUS,male
Renato,Pires,U,19900512.0,BRA,male
Maciej,Swinder,U,19880618.0,POL,male
Jakub,Kwasniewicz,R,19880118.0,POL,male
Karol,Guska,U,19831126.0,POL,male
Arnaud,Breillot,U,19890227.0,FRA,male
Joe,Newman,U,19601217.0,USA,male
Ali,Chaudhry,R,19840603.0,SWE,male
Chau,Dang,U,19890303.0,VIE,male
Quang Vu,Truong,R,19771026.0,VIE,male
Holger,Molendyk,U,19721205.0,GER,male
I Lan,Trung,U,19870107.0,VIE,male
Luan,Bui,U,19880629.0,VIE,male
Dung,Tran,U,19880223.0,VIE,male
Hieu,Nguyenviet,U,19890811.0,VIE,male
Tito,Campos,U,19880523.0,ECU,male
Edwin,Ramirez,U,19871208.0,ECU,male
Luis Roberto,Diaz Quintanilla,R,19721129.0,MEX,male
Alejandro,Rosales,U,19880408.0,MEX,male
Alejandro,Ayala,U,,MEX,male
Gerardo Daniel,Hernandez Celorio,U,19900908.0,MEX,male
Javier,Mandujano,U,19691118.0,MEX,male
Arturo,Lifshitz,U,19861106.0,MEX,male
Ernesto,Maya,U,,MEX,male
Pasquale,De Siena,U,19870119.0,ITA,male
Mehdi,Boujnane,U,19830110.0,MAR,male
Denis,Poilpot,U,19820625.0,FRA,male
Ernesto,Ramos,U,19880206.0,MEX,male
Samitha,Ranaweera,U,19800702.0,SRI,male
Alexandre,Rigobello,U,19880313.0,BRA,male
Diogo,Mattos,U,19860618.0,BRA,male
Romulo,Schenato,U,19870616.0,BRA,male
Leonardo,Fidelis,U,19751228.0,BRA,male
Aaron,Paajanen,R,19801125.0,USA,male
Tomo,Takanishi,U,19751222.0,JPN,male
Justo,Gonzalez Martinez,U,19820904.0,ESP,male
Miguel,Galvan Suarez,U,19881204.0,ESP,male
Raul,Medina Fernandez,U,19920526.0,ESP,male
Luis Javier,Cuesta Garcia,U,19690207.0,ESP,male
Maverick,Pulido Ramos,U,19881128.0,ESP,male
Julian Renato,Parra,U,19870820.0,COL,male
Ivan Camilo,Gonzalez,U,19870722.0,COL,male
Aleksey,Kamenar,U,19890227.0,COL,male
Alejandro,Pardo,U,19871026.0,CHI,male
Ernesto,Aranda,U,19890417.0,MEX,male
Jose Manuel,Munoz Quiroga,U,19880305.0,MEX,male
Vibhu,Patil,U,19891211.0,IND,male
Vijay,Kumar,U,19840822.0,IND,male
Puneet,Sunil Marwah,L,19870321.0,IND,male
Yatish,Gubbi,U,19890618.0,IND,male
Vishnu,Rajam,U,19880924.0,IND,male
Prasad,Apte,R,19680518.0,IND,male
Anand,Pranav,U,,IND,male
Suraj,Mulangi,U,,IND,male
Libor,Bena,U,19860103.0,CZE,male
Kaja,Kropacek,U,19800406.0,CZE,male
Erik,Valerian,U,19830906.0,CZE,male
Adam,Dominik,R,19871001.0,CZE,male
Ondrej,Hynek,R,19900115.0,CZE,male
Massimiliano,Morelli,U,19680303.0,ITA,male
Aldo,De Florio,L,19900923.0,ITA,male
Kyle,Bowers,U,19780422.0,USA,male
Slim,Abbassi,U,19910401.0,TUN,male
Zied,Skik,U,19870117.0,TUN,male
Skander,Kharrat,U,19890908.0,TUN,male
Gianmarco,Capano,U,19891129.0,ITA,male
Marco,Cullura,U,19870118.0,ITA,male
Matteo,Tosi,U,19801023.0,ITA,male
Toni,Pflug,U,19900117.0,GER,male
Todd,Smith,U,19700528.0,USA,male
Marten,Tamla,R,19810915.0,EST,male
Christopher H,Porte,U,,USA,male
Taylor,Craybill,U,19890525.0,USA,male
Alexander,Lidzar,U,19881014.0,KAZ,male
Woo Ram,Lee,U,19880227.0,KOR,male
Roberto,Melchiorre,U,19740120.0,ITA,male
Michele,Bruno Franco,U,19870504.0,ITA,male
Simone,La Pira,U,19830506.0,ITA,male
Matteo,Accatino,U,19880103.0,ITA,male
Giuseppe,Pagliarello,U,19761030.0,ITA,male
Daniel,Moser,U,19890503.0,NZL,male
Daniel,Nevrkla,L,19880512.0,CZE,male
Dhruv,Gupta,U,19890208.0,IND,male
Emanuel,Rehola,R,19900725.0,CZE,male
Roman,Hecko,U,19810701.0,CZE,male
Martin,Kaspar,R,19891017.0,CZE,male
Anton,Talle,U,19820223.0,USA,male
Ulraih,Capaul,U,19880909.0,USA,male
Tomas,Bod,U,19890819.0,SVK,male
Tomas,Mandulak,U,19891108.0,SVK,male
Dara,Mcloughlin,R,19860605.0,IRL,male
Paul,Foley,U,19880104.0,IRL,male
Darragh,Rowan,U,19861010.0,IRL,male
Simon,Wrafter,R,19880913.0,IRL,male
Adrian,Carapcea,U,19850601.0,ROU,male
Federico,Montalenti,U,19851206.0,ITA,male
Francisco,Charters,R,19910805.0,POR,male
Georgy,Burtsev,U,19910912.0,RUS,male
Martin,Eilers,U,19780820.0,GER,male
Phillip,Eilers,U,19860404.0,GER,male
Israel,Sevilla Maruhenda,U,19780411.0,ESP,male
Jose Ramon,Llompart,U,,ESP,male
Bartolome,Castro,U,,ESP,male
Harry,Sanchez Plummer,U,19891220.0,ESP,male
Jose Luis,Diaz,U,,ESP,male
Ryan,Heller,U,19850404.0,USA,male
Jakub,Musznski,U,19880617.0,POL,male
Christopher,Kucharski,U,19891205.0,POL,male
Gracjan,Przewlocki,U,19860617.0,POL,male
Maciej,Wojcik,U,19860711.0,POL,male
Marcin,Gosieniecki,U,19820202.0,POL,male
Robert,Van Straaten,U,19850410.0,NED,male
Xavier,Brito,U,19840209.0,ECU,male
